MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,Normal
1.000000028,60.00000107,4.05E-05,1.000029576,60.00111865,0.042507734,1.038282569,61.22107585,45.27386618,4.906715477,87.21635148,377.3937007,31.68856471,91.53321533,319.660911,1.000000028,60.00000107,4.05E-05,1.000029576,60.00111865,0.042507734,1.038282569,61.22107585,45.27386618,4.906715477,87.21635148,377.3937007,31.68856471,91.53321533,319.660911,1.000000028,60.00000107,0.006366196,84.85281529,5.87E-05,1.83E-12,4.41E-08,1.000029576,60.00111863,0.206171507,84.85441823,0.060974838,2.16E-06,5.01E-05,1.036032893,61.13252717,6.46168821,86.46171583,59.30840653,1.934938254,0.046139637,2.456216127,72.4671115,17.84156293,102.4876613,450.222583,76.55654259,0.240475059,12.5381171,75.53699119,18.66500258,106.9349803,534.9117054,110.0863749,0.29274695,1.000000028,5.017311982,1.68E-07,1.000029576,5.017243462,0.000244345,1.036032893,5.057058213,2.710154952,2.456216127,10.19009619,101.4134775,12.5381171,160358.1911,2.41E+14,1,60,0,84.85281374,4.55E-13,1.00E-157,0,1.000000137,60,0,84.85281374,0,0,0,1.005155646,60,9.54E-07,84.85281374,1.02E-12,2.58E-31,4.01E-19,1.650376119,60,9.54E-07,84.85281374,1.29E-12,-6.67E-29,-7.33E-17,7.397220926,60,0,84.85281374,1.36E-12,-5.87E-29,0,1
1,98,0,1,98,0,1.000000028,97.99999897,3.91E-05,1.858688876,93.01810166,203.2544652,27.61993955,91.76734997,309.5466345,1,98,0,1,98,0,1.000000028,97.99999897,3.91E-05,1.858688876,93.01810166,203.2544652,27.61993955,91.76734997,309.5466345,1,98,0,114.90866,4.25E-05,4.91E-50,0,1,98,0,114.9092601,0.043716269,8.17E-29,0,1.000000028,97.99999897,0.006253527,115.5094898,42.12053491,1.07E-07,2.63E-06,1.429844664,90.32421804,15.2565424,115.804589,394.3983641,17.35551361,0.063753198,11.53262975,77.48476974,18.9244034,108.3196313,541.3128191,80.58299291,0.211352826,1,25.14550209,0,1,25.14550209,0,1.000000028,25.14550153,1.13E-05,1.429844664,20.64955817,77.51241182,11.53262975,146455.6338,2.20E+14,1,98,0,138.5929291,0,0,0,1,98,0,138.5929291,0,0,0,1.000000001,98,0,138.5929291,0,-5.81E-264,0,1.141024246,98,1.91E-06,138.5929291,4.07E-12,-3.33E-38,-1.30E-26,5.298587461,98,2.70E-06,138.5929291,8.13E-12,-7.26E-28,-1.41E-16,1
1.012714337,101.9497812,0.198353456,1.072874607,101.7283015,1.012973942,1.417694497,100.821482,3.325179982,2.703305599,96.34066287,146.8705793,28.37986555,92.12791017,302.198855,1.012714337,101.9497812,0.198353456,1.072874607,101.7283015,1.012973942,1.417694497,100.821482,3.325179982,2.703305599,96.34066287,146.8705793,28.37986555,92.12791017,302.198855,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-1.35E-39,-5.24E-28,1.075357591,102,0,144.2497834,1.82E-12,7.03E-69,0,4.170105735,101.9883713,0.698764422,144.2343491,0.565592906,0.000218285,0.000584684,1,38.24941206,0,1,38.24941206,0,1,38.24941206,7.73E-12,1.075357591,38.35417641,0.14807428,4.170105735,416919.1935,6.28E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-1.35E-39,-5.24E-28,1.075357591,102,0,144.2497834,1.82E-12,7.03E-69,0,4.170105735,101.9883713,0.698764422,144.2343491,0.565592906,0.000218285,0.000584684,1
2.007180679,101.9748007,0.100162007,2.069353322,101.8595978,0.541895914,2.416141791,101.3092506,2.285870366,3.703009378,97.86897041,113.5215711,29.37955456,92.46392921,295.1171306,2.007180679,101.9748007,0.100162007,2.069353322,101.8595978,0.541895914,2.416141791,101.3092506,2.285870366,3.703009378,97.86897041,113.5215711,29.37955456,92.46392921,295.1171306,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,2.57E-12,7.55E-100,4.15E-88,1.075349416,102,0,144.2497834,0,-4.47E-35,0,4.17008864,101.9883713,0.698762046,144.234311,0.566353156,0.019936414,0.053260104,1,38.25098395,0,1,38.25098395,0,1,38.25098395,6.82E-12,1.075349416,38.35562085,0.147741241,4.17008864,416916.3577,6.28E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,2.57E-12,7.55E-100,4.15E-88,1.075349416,102,0,144.2497834,0,-4.47E-35,0,4.17008864,101.9883713,0.698762046,144.234311,0.566353156,0.019936414,0.053260104,1
3.00709112,101.9831807,0.066994348,3.069297922,101.9053419,0.369672258,3.416120229,101.5114535,1.71551364,4.703006073,98.74735107,92.24054772,30.37955193,92.77782689,288.2976148,3.00709112,101.9831807,0.066994348,3.069297922,101.9053419,0.369672258,3.416120229,101.5114535,1.71551364,4.703006073,98.74735107,92.24054772,30.37955193,92.77782689,288.2976148,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-3.08E-39,-1.20E-27,1.080746155,102,1.91E-06,144.2497834,5.14E-12,-2.68E-29,-7.38E-18,4.17237122,101.9883777,0.698572019,144.2343585,0.565263114,0.000221484,0.000593619,1,37.18764806,0,1,37.18764806,0,1,37.18764806,8.59E-11,1.080746155,37.45363183,0.890107614,4.17237122,416689.5723,6.27E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-3.08E-39,-1.20E-27,1.080746155,102,1.91E-06,144.2497834,5.14E-12,-2.68E-29,-7.38E-18,4.17237122,101.9883777,0.698572019,144.2343585,0.565263114,0.000221484,0.000593619,1
4.006964401,101.9873782,0.050327852,4.069220317,101.9286039,0.280487105,4.416091437,101.6220822,1.368853423,5.703002109,99.31769084,77.59634172,31.37954937,93.07171808,281.7341218,4.006964401,101.9873782,0.050327852,4.069220317,101.9286039,0.280487105,4.416091437,101.6220822,1.368853423,5.703002109,99.31769084,77.59634172,31.37954937,93.07171808,281.7341218,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,1.57E-215,0,1.080746607,102,1.91E-06,144.2497834,3.64E-12,4.19E-55,0,4.172523792,101.988378,0.698560864,144.2343558,0.565308367,0.000222265,0.0005956,1,37.1876471,0,1,37.1876471,0,1,37.1876471,8.57E-11,1.080746607,37.4535476,0.889817402,4.172523792,416676.2613,6.27E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,1.57E-215,0,1.080746607,102,1.91E-06,144.2497834,3.64E-12,4.19E-55,0,4.172523792,101.988378,0.698560864,144.2343558,0.565308367,0.000222265,0.0005956,1
4.998738553,101.9899032,0.040285236,5.064206066,101.9427021,0.225908707,5.414276799,101.6918824,1.137537154,6.702767721,99.71787018,66.93284165,32.3794204,93.34745748,275.4189444,4.998738553,101.9899032,0.040285236,5.064206066,101.9427021,0.225908707,5.414276799,101.6918824,1.137537154,6.702767721,99.71787018,66.93284165,32.3794204,93.34745748,275.4189444,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,0,0,1.080755309,102,1.35E-06,144.2497834,1.82E-12,-3.77E-48,0,4.172550675,101.9883781,0.698557661,144.2343584,0.565253964,0.000220615,0.000591286,1,37.185956,0,1,37.185956,0,1,37.185956,8.62E-11,1.080755309,37.45217291,0.891864294,4.172550675,416672.4393,6.27E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,0,0,1.080755309,102,1.35E-06,144.2497834,1.82E-12,-3.77E-48,0,4.172550675,101.9883781,0.698557661,144.2343584,0.565253964,0.000220615,0.000591286,1
1.000011591,60.0004867,0.020436617,1.002107011,60.08818791,3.691537224,1.404196223,72.00095908,356.646995,6.170819157,93.2814686,270.2990684,32.55001634,92.32295853,300.0723742,1.000011591,60.0004867,0.020436617,1.002107011,60.08818791,3.691537224,1.404196223,72.00095908,356.646995,6.170819157,93.2814686,270.2990684,32.55001634,92.32295853,300.0723742,1.000000029,60.00000111,0.006499876,114.90866,4.22E-05,1.40E-57,0,1.000030182,60.00114688,0.20875812,114.9092582,0.043579953,2.43E-33,0,1.031134981,61.14740482,6.502679849,115.5119254,42.28484522,-6.56E-08,-1.62E-06,2.010680108,75.24264543,18.62477615,117.5614542,417.6843941,-19.63404693,-0.069111986,12.13937528,76.04443452,18.75474978,108.6669907,540.2964344,81.33147563,0.214136983,1.000000029,5.005320423,1.19E-05,1.000030182,5.005927683,0.01224183,1.031134981,5.613449889,11.87802799,2.010680108,12.86898767,100.1458888,12.13937528,134391.5346,2.02E+14,1,60,0,84.85281374,4.55E-13,7.88E-203,0,1,60,0,84.85281374,0,0,0,1.000000001,60,0,84.85281374,4.55E-13,4.30E-40,0,1.204151583,60,0,84.85281374,9.09E-13,-1.93E-29,0,7.002132406,60,6.74E-07,84.85281374,1.44E-12,-4.79E-29,-6.08E-17,1
1,98,0,1,98,0,1.000000039,97.999999,3.99E-05,2.082127066,95.54767583,146.0378242,28.34920805,92.5232125,290.5842634,1,98,0,1,98,0,1.000000039,97.999999,3.99E-05,2.082127066,95.54767583,146.0378242,28.34920805,92.5232125,290.5842634,1,98,0,114.90866,4.25E-05,3.88E-50,0,1,98,0,114.9092601,0.043714064,5.46E-29,0,1.000000028,97.99999895,0.006301745,115.5125291,42.32555932,7.24E-08,1.77E-06,1.352596845,92.06758085,13.7926912,118.9040059,395.6351959,23.08275337,0.089854364,11.19975832,78.00479517,18.96133857,109.0286377,537.7000627,69.31802283,0.182828413,1,25.11592102,0,1,25.11592102,0,1.000000028,25.11592047,1.11E-05,1.352596845,21.92337324,55.01272951,11.19975832,122394.274,1.84E+14,1,98,0,138.5929291,0,0,0,1,98,0,138.5929291,0,0,0,1.000000001,98,1.91E-06,138.5929291,4.07E-12,3.47E-37,1.35E-25,1.141434439,98,0,138.5929291,0,-6.33E-41,0,5.300175073,98,2.70E-06,138.5929291,7.50E-12,-5.73E-28,-1.58E-16,1
1.000000029,60.00000112,4.24E-05,1.000030263,60.00114998,0.043697814,1.031163026,61.14840711,42.32063119,2.471875884,81.16682602,391.355014,28.38276676,91.37733364,316.3008341,1.000000029,60.00000112,4.24E-05,1.000030263,60.00114998,0.043697814,1.031163026,61.14840711,42.32063119,2.471875884,81.16682602,391.355014,28.38276676,91.37733364,316.3008341,1.000000029,60.00000112,0.006514522,114.90866,4.24E-05,1.12E-57,0,1.000030263,60.00114998,0.209040221,114.9092598,0.043697814,1.64E-33,0,1.031163025,61.14840709,6.505430861,115.512456,42.32063069,-6.84E-08,-1.67E-06,1.956163872,75.67448552,18.70670878,119.1770904,398.3004685,-18.51105265,-0.071746845,11.81795193,76.48128286,18.82071297,109.3275626,536.439118,69.25595378,0.18333455,1.000000029,5.00402152,1.19E-05,1.000030263,5.004629567,0.012240488,1.031163025,5.611827475,11.85471572,1.956163872,13.27412225,98.42015028,11.81795193,112038.0574,1.69E+14,1,60,0,84.85281374,0,3.59E-248,0,1,60,0,84.85281374,0,0,0,1.000000001,60,6.74E-07,84.85281374,4.55E-13,3.67E-49,0,1.14927276,60,6.74E-07,84.85281374,6.43E-13,-2.60E-30,-5.71E-18,6.682772351,60,6.74E-07,84.85281374,1.44E-12,-3.43E-29,-4.35E-17,1
1.000000017,101.9999993,2.93E-05,1.000021481,101.9990978,0.037889424,1.028664211,100.8616512,46.38680777,2.72753926,88.80491002,348.6574036,28.38387192,91.75158372,308.992623,1.000000017,101.9999993,2.93E-05,1.000021481,101.9990978,0.037889424,1.028664211,100.8616512,46.38680777,2.72753926,88.80491002,348.6574036,28.38387192,91.75158372,308.992623,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,-1.55E-74,0,1.071860884,102,0,144.2497834,0,2.27E-72,0,4.181566697,101.9911522,0.609531519,144.238045,0.430268098,0.000125821,0.000443106,1,39.03465986,0,1,39.03465986,0,1,39.03465986,1.36E-12,1.071860884,38.98903814,0.038890847,4.181566697,317224.4644,4.77E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,-1.55E-74,0,1.071860884,102,0,144.2497834,0,2.27E-72,0,4.181566697,101.9911522,0.609531519,144.238045,0.430268098,0.000125821,0.000443106,1
1.988611252,101.9999997,1.46E-05,1.993172427,101.9995505,0.018880021,2.026310421,101.4234352,23.81846114,3.726914501,92.34539639,289.2881746,29.3832217,92.10036836,301.9295079,1.988611252,101.9999997,1.46E-05,1.993172427,101.9995505,0.018880021,2.026310421,101.4234352,23.81846114,3.726914501,92.34539639,289.2881746,29.3832217,92.10036836,301.9295079,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,1.82E-12,7.80E-112,0,1.071851751,102,0,144.2497834,0,-2.85E-36,0,4.181515635,101.9911523,0.609528276,144.2380231,0.430702491,0.015105721,0.053092551,1,39.03638387,0,1,39.03638387,0,1,39.03638387,1.14E-12,1.071851751,38.99074881,0.038887958,4.181515635,317221.0899,4.77E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,1.82E-12,7.80E-112,0,1.071851751,102,0,144.2497834,0,-2.85E-36,0,4.181515635,101.9911523,0.609528276,144.2380231,0.430702491,0.015105721,0.053092551,1
2.988514307,101.9999998,9.69E-06,2.993114126,101.9997007,0.012572247,3.026290664,101.6139539,16.02149676,4.726910867,94.38787273,243.6355044,30.38321884,92.42619399,295.1115221,2.988514307,101.9999998,9.69E-06,2.993114126,101.9997007,0.012572247,3.026290664,101.6139539,16.02149676,4.726910867,94.38787273,243.6355044,30.38321884,92.42619399,295.1115221,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,1.57E-51,0,1.07221234,102,1.91E-06,144.2497834,3.64E-12,-9.60E-33,0,4.183257074,101.991156,0.609402362,144.2380505,0.430074992,0.00012818,0.000451628,1,39.03638506,0,1,39.03638506,0,1,39.03638506,5.91E-12,1.07221234,38.92978834,0.21730122,4.183257074,317090.019,4.77E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,1.57E-51,0,1.07221234,102,1.91E-06,144.2497834,3.64E-12,-9.60E-33,0,4.183257074,101.991156,0.609402362,144.2380505,0.430074992,0.00012818,0.000451628,1
3.988378493,101.9999998,7.26E-06,3.993032512,101.9997756,0.009423718,4.026263157,101.7098359,12.07007098,5.726906571,95.71705929,209.4444524,31.38321607,92.73125534,288.5355753,3.988378493,101.9999998,7.26E-06,3.993032512,101.9997756,0.009423718,4.026263157,101.7098359,12.07007098,5.726906571,95.71705929,209.4444524,31.38321607,92.73125534,288.5355753,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,1.82E-12,4.67E-250,0,1.072212365,102,1.35E-06,144.2497834,1.82E-12,1.50E-58,0,4.183373456,101.9911562,0.609395293,144.2380478,0.430123287,0.000128551,0.000452826,1,39.03638601,0,1,39.03638601,0,1,39.03638601,5.91E-12,1.072212365,38.92978353,0.217298681,4.183373456,317082.6607,4.77E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,1.82E-12,4.67E-250,0,1.072212365,102,1.35E-06,144.2497834,1.82E-12,1.50E-58,0,4.183373456,101.9911562,0.609395293,144.2380478,0.430123287,0.000128551,0.000452826,1
4.988312582,101.9999999,5.80E-06,4.992992919,101.9998206,0.007536337,5.026249849,101.7675656,9.68208248,6.726904678,96.65106104,183.3050325,32.38321504,93.01747598,282.1965242,4.988312582,101.9999999,5.80E-06,4.992992919,101.9998206,0.007536337,5.026249849,101.7675656,9.68208248,6.726904678,96.65106104,183.3050325,32.38321504,93.01747598,282.1965242,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,0,0,1.072215891,102,1.35E-06,144.2497834,2.57E-12,-1.33E-51,-7.32E-40,4.183406944,101.9911562,0.609393264,144.2380503,0.430073771,0.000127665,0.000449803,1,39.03579783,0,1,39.03579783,0,1,39.03579783,6.14E-12,1.072215891,38.92913752,0.217602358,4.183406944,317080.5494,4.77E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,0,0,1.072215891,102,1.35E-06,144.2497834,2.57E-12,-1.33E-51,-7.32E-40,4.183406944,101.9911562,0.609393264,144.2380503,0.430073771,0.000127665,0.000449803,1
1.0000001,60.00000419,0.000176058,1.000119973,60.00503824,0.21158076,1.145039059,65.29058669,194.2110227,5.718884674,90.24228326,345.0685213,32.25520651,91.99384353,306.1975932,1.0000001,60.00000419,0.000176058,1.000119973,60.00503824,0.21158076,1.145039059,65.29058669,194.2110227,5.718884674,90.24228326,345.0685213,32.25520651,91.99384353,306.1975932,1,60,6.74E-07,84.85281374,6.43E-13,3.55E-28,7.81E-16,1.000000001,60,4.67E-06,84.85281374,3.22E-11,6.73E-16,2.96E-05,1.000825233,60.00094692,0.189689541,84.85415823,0.051089467,0.001054059,0.029177978,1.958804665,67.67241885,15.25404554,95.70569488,329.1228901,114.8511883,0.493505975,12.00461136,75.10837021,18.58641382,106.2895656,515.3274789,120.5785086,0.331756989,1,10.287184,1.42E-14,1.000000001,10.287184,1.43E-08,1.000825233,10.28332892,0.027783821,1.958804665,11.74924419,50.40460873,12.00461136,102705.996,1.55E+14,1,60,6.74E-07,84.85281374,6.43E-13,-4.97E-29,-1.09E-16,1.000000001,60,0,84.85281374,4.55E-13,0,0,1.000800293,60,0,84.85281374,0,1.46E-52,0,1.563310722,60,6.74E-07,84.85281374,1.44E-12,-5.28E-31,-6.71E-19,7.222847493,60,6.74E-07,84.85281374,6.43E-13,-2.73E-29,-6.00E-17,1
1,98,0,1,98,6.00E-11,1.000039781,97.99869883,0.050284475,3.048317011,92.78720123,245.134983,30.10773484,92.19333235,297.1858944,1,98,0,1,98,6.00E-11,1.000039781,97.99869883,0.050284475,3.048317011,92.78720123,245.134983,30.10773484,92.19333235,297.1858944,1,98,0,114.9086594,4.55E-13,3.43E-50,0,1,98,7.75E-06,114.9086594,6.45E-11,5.49E-29,1.46E-18,1.000034771,97.99867878,0.224063633,114.908031,0.061934752,7.25E-08,1.70E-06,1.701579617,85.4956114,17.85516823,109.0390908,394.7367101,38.41794589,0.141030211,11.83319818,77.04289623,18.8892336,107.6652791,523.0027644,89.87778145,0.243323347,1,14.81294799,0,1,14.81294799,8.53E-13,1.000034771,14.81279049,0.000714328,1.701579617,13.54974989,23.05675884,11.83319818,94027.76875,1.42E+14,1,98,0,138.5929291,0,0,0,1,98,0,138.5929291,0,0,0,1.000000001,98,1.91E-06,138.5929291,3.64E-12,2.24E-64,0,1.141652965,98,0,138.5929291,3.64E-12,-1.21E-43,0,5.301973046,98,1.91E-06,138.5929291,4.07E-12,-5.41E-28,-2.10E-16,1
1.000000029,60.0000011,4.18E-05,1.000029991,60.00113963,0.043304696,1.031070523,61.14506177,42.20120625,3.154235896,82.39254391,400.1816809,30.08046827,91.12309195,320.6153883,1.000000029,60.0000011,4.18E-05,1.000029991,60.00113963,0.043304696,1.031070523,61.14506177,42.20120625,3.154235896,82.39254391,400.1816809,30.08046827,91.12309195,320.6153883,1.000000029,60.0000011,0.006465644,114.90866,4.18E-05,9.80E-58,0,1.000029991,60.00113963,0.208097805,114.9092544,0.043304696,-1.07E-19,-6.76E-14,1.031070367,61.1450556,6.496226645,115.5095704,42.20099003,-8.78E-05,-6.06E-05,2.20250088,73.91985603,18.30825325,113.0239492,462.5521162,11.7931414,0.036079327,12.42945312,75.67172599,18.69720535,108.0546266,523.9448258,91.3985904,0.247446891,1.000000029,5.008367345,2.78E-06,1.000029991,5.008661104,0.002882875,1.031070367,5.303814439,2.809423565,2.20250088,9.671711564,30.67294277,12.42945312,86463.2557,1.30E+14,1,60,0,84.85281374,4.55E-13,-1.39E-58,0,1,60,0,84.85281374,4.55E-13,0,0,1.00000108,60,6.74E-07,84.85281374,4.55E-13,3.13E-58,0,1.395698376,60,6.74E-07,84.85281374,1.44E-12,-1.45E-29,-1.84E-17,7.295646598,60,9.54E-07,84.85281374,1.02E-12,-2.53E-29,-3.93E-17,1
1,102,0,1,102,3.31E-10,1.000059096,101.9975858,0.10112162,2.187740319,91.3549678,312.6668704,28.28144224,91.50768719,313.3140822,1,102,0,1,102,3.31E-10,1.000059096,101.9975858,0.10112162,2.187740319,91.3549678,312.6668704,28.28144224,91.50768719,313.3140822,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-7.69E-40,-2.99E-28,1.071648706,102,1.91E-06,144.2497834,3.64E-12,6.88E-76,0,4.190406499,101.9932637,0.531865744,144.2408488,0.32755427,7.23E-05,0.000334461,1,39.03033209,0,1,39.03033209,0,1,39.03033209,0,1.071648706,39.02757124,0.002706563,4.190406499,241531.227,3.64E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-7.69E-40,-2.99E-28,1.071648706,102,1.91E-06,144.2497834,3.64E-12,6.88E-76,0,4.190406499,101.9932637,0.531865744,144.2408488,0.32755427,7.23E-05,0.000334461,1
1.996916895,102,0,1.998148995,102,1.66E-10,1.999441677,101.9987932,0.050548148,3.187605214,94.69447551,238.9753963,29.28126758,91.8660157,306.2452233,1.996916895,102,0,1.998148995,102,1.66E-10,1.999441677,101.9987932,0.050548148,3.187605214,94.69447551,238.9753963,29.28126758,91.8660157,306.2452233,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,8.66E-124,0,1.071660085,102,1.91E-06,144.2497834,4.07E-12,2.41E-29,9.39E-18,4.190420923,101.9932637,0.531863202,144.2408362,0.327805533,0.011457791,0.052932181,1,39.0279181,0,1,39.0279181,0,1,39.0279181,0,1.071660085,39.02543265,0.002686576,4.190420923,241528.9177,3.64E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,8.66E-124,0,1.071660085,102,1.91E-06,144.2497834,4.07E-12,2.41E-29,9.39E-18,4.190420923,101.9932637,0.531863202,144.2408362,0.327805533,0.011457791,0.052932181,1
2.991981123,102,3.64E-12,2.995184238,102,1.13E-10,2.998452296,101.9991957,0.033690392,4.187447447,96.43910027,191.6076121,30.28112265,92.20067912,299.4112938,2.991981123,102,3.64E-12,2.995184238,102,1.13E-10,2.998452296,101.9991957,0.033690392,4.187447447,96.43910027,191.6076121,30.28112265,92.20067912,299.4112938,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-8.58E-40,-3.34E-28,1.071680715,102,1.35E-06,144.2497834,1.82E-12,-2.98E-36,0,4.191734123,101.9932658,0.531779428,144.2408519,0.327444248,7.35E-05,0.000340026,1,39.0286181,0,1,39.0286181,0,1,39.0286181,0,1.071680715,39.02200774,0.015144069,4.191734123,241452.829,3.63E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,4.07E-12,-8.58E-40,-3.34E-28,1.071680715,102,1.35E-06,144.2497834,1.82E-12,-2.98E-36,0,4.191734123,101.9932658,0.531779428,144.2408519,0.327444248,7.35E-05,0.000340026,1
3.986635929,102,3.64E-12,3.99197254,102,8.55E-11,3.997380179,101.9993969,0.025262395,5.187297698,97.51112275,159.4819417,31.28101436,92.51394649,292.8113028,3.986635929,102,3.64E-12,3.99197254,102,8.55E-11,3.997380179,101.9993969,0.025262395,5.187297698,97.51112275,159.4819417,31.28101436,92.51394649,292.8113028,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,4.16E-285,0,1.071678218,102,0,144.2497834,0,4.70E-62,0,4.191811796,101.993266,0.531774803,144.2408503,0.327474871,7.37E-05,0.000340966,1,39.02912092,0,1,39.02912092,0,1,39.02912092,4.55E-13,1.071678218,39.02247683,0.015149686,4.191811796,241448.6278,3.63E+14,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,3.64E-12,4.16E-285,0,1.071678218,102,0,144.2497834,0,4.70E-62,0,4.191811796,101.993266,0.531774803,144.2408503,0.327474871,7.37E-05,0.000340966,1
